time,ax,ay,az,aT
30.0630,-0.0660,-0.0124,-0.0206,0.070
30.0630,-0.0886,0.0056,-0.0904,0.127
30.0640,-0.0661,0.0198,-0.1096,0.130
30.0680,-0.0207,0.0184,-0.1373,0.140
30.0860,-0.0882,0.0138,-0.1457,0.171
30.1080,-0.1047,0.0209,-0.1096,0.153
30.1270,-0.0857,-0.0363,-0.0940,0.132
30.1640,-0.0465,0.0163,-0.0928,0.105
30.1650,-0.0624,0.0067,-0.1108,0.127
30.1810,-0.0708,0.0102,-0.1445,0.161
30.2010,-0.1052,0.0080,-0.1361,0.172
30.2200,-0.0069,-0.0064,-0.0543,0.055
30.2390,-0.1571,-0.0350,-0.1577,0.225
30.2600,-0.0902,0.0077,-0.2311,0.248
30.2780,-0.0495,0.0327,-0.0026,0.059
30.3220,-0.0372,-0.0328,-0.1541,0.162
30.3220,-0.1177,0.0139,-0.1950,0.228
30.3340,-0.0764,-0.0065,-0.0615,0.098
30.3530,-0.0880,0.0007,-0.1168,0.146
30.3720,-0.0761,0.0257,-0.1216,0.146
30.3910,-0.1116,0.0064,-0.0819,0.139
30.4110,-0.0400,-0.0161,-0.2179,0.222
30.4710,-0.0605,0.0232,-0.0386,0.075
30.4720,-0.0594,0.0041,-0.1156,0.130
30.4720,-0.1458,0.0065,-0.2106,0.256
30.4870,-0.0700,-0.0244,-0.1036,0.127
30.5050,-0.0544,0.0566,-0.1216,0.145
30.5250,-0.0831,0.0161,-0.1734,0.193
30.5440,-0.0639,-0.0186,-0.1890,0.200
30.5920,-0.1009,-0.0280,-0.1457,0.179
30.5920,-0.0468,0.0196,-0.0170,0.053
30.6000,-0.0723,0.0350,-0.2287,0.242
30.6190,-0.1189,0.0218,-0.1673,0.206
30.6380,-0.0429,-0.0114,-0.0543,0.070
30.6570,-0.0692,-0.0505,-0.1866,0.205
30.6760,-0.0619,0.0257,-0.2142,0.224
30.6970,-0.0662,0.0317,-0.1072,0.130
30.7450,-0.1067,-0.0254,-0.0675,0.129
30.7450,-0.0692,0.0129,-0.2239,0.235
30.7520,-0.1097,0.0269,-0.1733,0.207
30.7710,-0.0815,-0.0005,-0.0939,0.124
30.7900,-0.0520,-0.0387,-0.1481,0.162
30.8090,-0.1041,0.0231,-0.2251,0.249
30.8300,-0.0970,0.0147,-0.1108,0.148
30.8900,-0.0828,0.0207,-0.0819,0.118
30.8900,-0.1036,0.0100,-0.2190,0.243
30.8900,-0.1048,-0.0425,-0.0711,0.134
30.9040,-0.0368,0.0148,-0.1721,0.177
30.9230,-0.1388,-0.0174,-0.1757,0.225
30.9420,-0.0489,0.0434,-0.1300,0.146
30.9610,-0.0887,0.0505,-0.1673,0.196
30.9810,-0.0719,-0.0388,-0.1372,0.160
31.0330,-0.1013,-0.0007,-0.1191,0.156
31.0340,-0.0951,-0.0066,-0.1997,0.221
31.0370,-0.0797,-0.0053,-0.1131,0.139
31.0560,-0.0821,-0.0102,-0.1612,0.181
31.0740,-0.0780,0.0386,-0.0879,0.124
31.0940,-0.0850,0.0598,-0.1480,0.181
31.1140,-0.0923,-0.0403,-0.1492,0.180
31.1650,-0.0660,-0.0591,-0.1540,0.178
31.1660,-0.0981,0.0471,-0.1781,0.209
31.1700,-0.0862,0.0030,-0.1216,0.149
31.1880,-0.0552,0.0350,-0.1528,0.166
31.2080,-0.0858,0.0040,-0.1588,0.181
31.2270,-0.0823,0.0469,-0.1432,0.172
31.2500,-0.0964,-0.0270,-0.1348,0.168
31.3020,-0.0819,-0.0412,-0.1179,0.149
31.3020,-0.0950,0.0374,-0.2021,0.226
31.3030,-0.0452,0.0053,-0.1444,0.151
31.3210,-0.1070,0.0635,-0.1468,0.192
31.3410,-0.0848,0.0098,-0.1408,0.165
31.3590,-0.0925,-0.0009,-0.0867,0.127
31.3780,-0.0658,-0.0591,-0.1685,0.190
31.3990,-0.0965,-0.0246,-0.1889,0.214
31.4430,-0.0520,0.0531,-0.0855,0.113
31.4430,-0.0840,0.0017,-0.1432,0.166
31.4550,-0.0897,0.0325,-0.1444,0.173
31.4730,-0.0554,-0.0042,-0.1456,0.156
31.4930,-0.1065,-0.0219,-0.1396,0.177
31.5120,-0.0316,-0.0183,-0.1408,0.145
31.5410,-0.0623,0.0175,-0.1805,0.192
31.5540,-0.0896,0.0674,-0.1552,0.192
31.5680,-0.0675,0.0185,-0.1865,0.199
31.5880,-0.1106,-0.0030,-0.1228,0.165
31.6070,-0.0795,-0.0291,-0.2070,0.224
31.6260,-0.0952,-0.0172,-0.1252,0.158
31.6450,-0.0405,0.0079,-0.1673,0.172
31.6800,-0.0704,0.0338,-0.0915,0.120
31.6820,-0.1134,0.0386,-0.1072,0.161
31.7010,-0.0769,-0.0032,-0.1024,0.128
31.7200,-0.0667,-0.0030,-0.1469,0.161
31.7390,-0.0847,-0.0446,-0.0639,0.115
31.7590,-0.0689,0.0366,-0.1830,0.199
31.7770,-0.1049,0.0079,-0.0771,0.130
31.8200,-0.0508,0.0021,-0.0952,0.108
31.8210,-0.0627,0.0118,-0.0904,0.111
31.8350,-0.0698,0.0226,-0.1421,0.160
31.8530,-0.1088,-0.0037,-0.1421,0.179
31.8720,-0.0768,-0.0167,-0.0410,0.089
31.8910,-0.0835,0.0310,-0.1926,0.212
31.9100,-0.0817,0.0335,-0.1529,0.177
31.9290,-0.0737,-0.0058,-0.0772,0.107
31.9600,-0.0976,-0.0177,-0.1085,0.147
31.9690,-0.0565,0.0168,-0.1061,0.121
31.9870,-0.1123,0.0241,-0.1518,0.190
32.0060,-0.0490,0.0229,-0.1458,0.155
32.0240,-0.0703,-0.0091,-0.0868,0.112
32.0430,-0.0666,-0.0386,-0.1530,0.171
32.0630,-0.1265,0.0411,-0.1217,0.180
32.1020,-0.0769,0.0221,-0.0808,0.114
32.1020,-0.0912,-0.0158,-0.1614,0.186
32.1190,-0.0261,0.0294,-0.0664,0.077
32.1380,-0.0981,0.0390,-0.1686,0.199
32.1570,-0.0451,-0.0553,-0.0904,0.115
32.1770,-0.0929,-0.0052,-0.0556,0.108
32.1950,-0.0926,0.0010,-0.2408,0.258
32.2140,-0.0795,0.0437,-0.0592,0.108
32.2450,-0.0233,0.0079,-0.0917,0.095
32.2570,-0.0837,-0.0086,-0.1290,0.154
32.2710,-0.0919,-0.0155,-0.1338,0.163
32.2900,-0.0984,0.0107,-0.0243,0.102
32.3090,-0.0593,-0.0023,-0.0929,0.110
32.3280,-0.0661,-0.0177,-0.1903,0.202
32.3480,-0.0272,0.0180,-0.0351,0.048
32.3840,-0.0831,0.0085,-0.1073,0.136
32.3860,-0.0763,0.0182,-0.1627,0.181
32.4040,-0.0719,-0.0046,-0.0508,0.088
32.4240,-0.1156,-0.0091,-0.1386,0.181
32.4420,-0.0531,0.0051,-0.1254,0.136
32.4610,-0.0837,0.0169,-0.0520,0.100
32.4800,-0.0608,-0.0058,-0.2000,0.209
32.5150,-0.0862,-0.0142,-0.0653,0.109
32.5180,-0.0876,0.0501,-0.1002,0.142
32.5400,-0.1031,0.0229,-0.1459,0.180
32.5560,-0.0796,-0.0450,-0.0821,0.123
32.5750,-0.0698,0.0208,-0.1531,0.170
32.5940,-0.0854,-0.0078,-0.1675,0.188
32.6330,-0.0605,-0.0113,-0.0256,0.067
32.6340,-0.1220,0.0305,-0.1230,0.176
32.6510,-0.0873,0.0093,-0.1290,0.156
32.6700,-0.0886,0.0023,-0.0568,0.105
32.6910,-0.0805,-0.0122,-0.1230,0.148
32.7090,-0.0781,-0.0027,-0.1687,0.186
32.7270,-0.0602,0.0152,-0.0665,0.091
32.7460,-0.1212,0.0034,-0.1555,0.197
32.7760,-0.0523,0.0807,-0.1555,0.183
32.7840,-0.1232,-0.0491,0.0069,0.133
32.8020,-0.0588,0.0176,-0.1543,0.166
32.8230,-0.1160,0.0356,-0.1735,0.212
32.8420,-0.0628,-0.0110,-0.1362,0.150
32.8600,-0.0797,-0.0182,-0.0978,0.127
32.8790,-0.0717,0.0709,-0.1146,0.153
32.9170,-0.1142,0.0247,-0.1471,0.188
32.9170,-0.0811,-0.0434,-0.1615,0.186
32.9360,-0.0755,-0.0101,-0.1206,0.143
32.9550,-0.0860,0.0435,-0.1363,0.167
32.9740,-0.0595,0.0057,-0.2000,0.209
32.9940,-0.0613,-0.0040,-0.0328,0.070
33.0120,-0.1002,-0.0124,-0.0665,0.121
33.0320,-0.1012,0.0249,-0.1688,0.198
33.0760,-0.0879,0.0485,-0.1784,0.205
33.0760,-0.0398,0.0127,0.0261,0.049
33.0890,-0.0785,-0.0684,-0.1591,0.190
33.1070,-0.0601,0.0057,-0.2132,0.222
33.1270,-0.0699,0.1019,-0.0484,0.133
33.1440,-0.1497,-0.0362,-0.0845,0.176
33.1670,-0.0476,-0.0181,-0.2662,0.271
33.2130,-0.0755,0.0451,-0.1267,0.154
33.2130,-0.0472,0.0818,-0.1363,0.166
33.2210,-0.0809,-0.0575,-0.1736,0.200
33.2400,-0.1044,-0.0193,-0.1796,0.209
33.2580,-0.1270,0.0473,-0.0990,0.168
33.2780,-0.0617,0.0473,-0.1002,0.127
33.3250,-0.0643,-0.0053,-0.2253,0.234
33.3250,-0.0184,-0.0099,-0.0773,0.080
33.3350,-0.0815,0.0081,-0.1062,0.134
33.3530,-0.1078,-0.0204,-0.0449,0.119
33.3720,-0.1014,0.0569,-0.1206,0.168
33.3910,-0.0798,-0.0168,-0.1086,0.136
33.4110,-0.0972,-0.0014,-0.1735,0.199
33.4310,-0.0108,-0.0133,-0.0605,0.063
33.4680,-0.0950,0.0809,-0.1194,0.173
33.4680,-0.0588,-0.0084,-0.1519,0.163
33.4870,-0.1203,-0.0465,-0.1350,0.187
33.5050,-0.0833,0.0286,-0.1519,0.176
33.5250,-0.1036,0.0537,-0.0592,0.131
33.5450,-0.0306,-0.0141,-0.2830,0.285
33.5650,-0.0575,-0.0471,-0.1278,0.148
33.6060,-0.0921,0.0455,-0.0725,0.126
33.6070,-0.1299,0.0266,-0.1001,0.166
33.6200,-0.0889,-0.0164,-0.2842,0.298
33.6390,-0.0406,0.0311,-0.0291,0.059
33.6580,-0.0532,-0.0237,-0.1975,0.206
33.6790,-0.0660,0.0109,-0.0292,0.073
33.6970,-0.0762,0.0418,-0.1206,0.149
33.7380,-0.0847,-0.0094,-0.1218,0.149
33.7390,-0.1069,0.0022,-0.0977,0.145
33.7530,-0.0811,0.0072,-0.2336,0.247
33.7720,-0.0665,-0.0118,-0.2192,0.229
33.7910,-0.0503,-0.0022,-0.0447,0.067
33.8120,-0.0670,0.0228,-0.1362,0.153
33.8300,-0.0619,0.0050,-0.1578,0.170
33.8490,-0.0940,0.0099,-0.1410,0.170
33.8850,-0.0937,0.0026,-0.2264,0.245
33.8860,-0.0714,-0.0316,-0.1085,0.134
33.9040,-0.0846,0.0210,-0.1879,0.207
33.9230,-0.0020,0.0198,-0.0399,0.045
33.9420,-0.0670,0.0351,-0.1627,0.179
33.9640,-0.1570,-0.0173,-0.1398,0.211
33.9810,-0.1079,0.0020,-0.1771,0.207
34.0270,-0.0628,0.0078,-0.0808,0.103
34.0280,-0.0810,-0.0138,-0.2263,0.241
34.0370,-0.0698,0.0430,-0.0447,0.093
34.0560,-0.0434,0.0231,-0.1445,0.153
34.0780,-0.1556,-0.0437,-0.2552,0.302
34.0950,-0.0481,0.0456,-0.0315,0.073
34.1130,-0.1100,-0.0375,-0.2744,0.298
34.1340,-0.0912,-0.0052,-0.1830,0.205
34.1790,-0.0180,0.0258,-0.0639,0.071
34.1790,-0.1232,0.0249,-0.2480,0.278
34.1900,-0.0834,-0.0037,-0.1770,0.196
34.2080,-0.1040,-0.0120,-0.0507,0.116
34.2280,-0.1082,-0.0188,-0.2191,0.245
34.2460,-0.0773,0.0016,-0.1902,0.205
34.2660,-0.0644,0.0338,-0.1469,0.164
34.3060,-0.0646,0.0492,-0.1325,0.155
34.3060,-0.0859,-0.0342,-0.1770,0.200
34.3220,-0.1359,-0.0329,-0.1084,0.177
34.3410,-0.0582,0.0352,-0.1553,0.170
34.3600,-0.1018,0.0422,-0.2107,0.238
34.3810,-0.0391,-0.0088,-0.1421,0.148
34.3990,-0.0651,-0.0228,-0.1890,0.201
34.4420,-0.0856,0.0617,-0.1096,0.152
34.4420,-0.0507,0.0296,-0.2095,0.218
34.4560,-0.1446,-0.0345,-0.1601,0.218
34.4750,-0.0946,-0.0081,-0.1108,0.146
34.4940,-0.0031,0.0528,-0.1794,0.187
34.5130,-0.1451,-0.0044,-0.1926,0.241
34.5320,-0.0478,-0.0341,-0.1384,0.150
34.5510,-0.0825,0.0529,-0.1361,0.168
34.5980,-0.1089,0.0016,-0.1517,0.187
34.5980,-0.1009,-0.0337,-0.2960,0.315
34.6070,-0.0434,0.0247,-0.1012,0.113
34.6260,-0.0683,0.0226,-0.1782,0.192
34.6450,-0.0759,-0.0155,-0.3297,0.339
34.6640,-0.0851,0.0166,-0.0398,0.095
34.6840,-0.0884,0.0538,-0.2443,0.265
34.7280,-0.0977,-0.0226,-0.0759,0.126
34.7280,-0.0457,-0.0406,-0.2118,0.220
34.7400,-0.1063,0.0632,-0.1072,0.164
34.7590,-0.0614,0.0227,-0.2094,0.219
34.7780,-0.0983,-0.0083,-0.1637,0.191
34.7980,-0.0651,0.0144,-0.1854,0.197
34.8180,-0.0914,0.0288,-0.1216,0.155
34.8360,-0.1034,0.0204,-0.1818,0.210
34.8800,-0.0388,-0.0404,-0.1348,0.146
34.8800,-0.1120,0.0348,-0.1866,0.220
34.8920,-0.0467,0.0575,-0.2106,0.223
34.9110,-0.0727,-0.0162,-0.1264,0.147
34.9300,-0.1178,-0.0091,-0.2166,0.247
34.9490,-0.0468,-0.0101,-0.1457,0.153
34.9690,-0.0804,-0.0055,-0.1962,0.212
35.0130,-0.0903,0.0041,-0.1096,0.142
35.0130,-0.0886,0.0231,-0.2227,0.241
35.0250,-0.0764,0.0574,-0.1517,0.179
35.0440,-0.0583,-0.0460,-0.1456,0.163
35.0630,-0.1179,-0.0234,-0.2142,0.246
35.0820,-0.0845,0.0290,-0.1108,0.142
35.1030,-0.0548,-0.0033,-0.1854,0.193
35.1420,-0.0866,-0.0115,-0.1745,0.195
35.1420,-0.0144,0.0433,-0.2203,0.225
35.1580,-0.1110,0.0017,-0.1372,0.177
35.1760,-0.0577,0.0111,-0.1469,0.158
35.1960,-0.1167,-0.0221,-0.1757,0.212
35.2150,-0.0869,0.0411,-0.1613,0.188
35.2350,-0.0479,0.0101,-0.1445,0.153
35.2540,-0.0190,0.0448,-0.1866,0.193
35.3030,-0.1035,0.0218,-0.2094,0.235
35.3030,-0.0632,-0.0163,-0.1408,0.155
35.3110,-0.1071,-0.0174,-0.1950,0.223
35.3280,-0.0958,0.0517,-0.2154,0.241
35.3480,-0.0533,0.0129,-0.1721,0.181
35.3660,-0.0495,-0.0263,-0.2407,0.247
35.3870,-0.0825,-0.0095,-0.0987,0.129
35.4220,-0.0658,0.0027,-0.1541,0.168
35.4240,-0.0732,-0.0200,-0.1252,0.146
35.4420,-0.1029,0.0099,-0.1830,0.210
35.4610,-0.0366,0.0278,-0.1469,0.154
35.4800,-0.0649,-0.0056,-0.1818,0.193
35.5000,-0.0556,0.0040,-0.1156,0.128
35.5210,-0.0642,-0.0172,-0.0795,0.104
35.5700,-0.0901,0.0243,-0.1806,0.203
35.5700,-0.0970,-0.0198,-0.1529,0.182
35.5760,-0.0754,0.0376,-0.1986,0.216
35.5940,-0.0557,0.0223,-0.1517,0.163
35.6140,-0.0700,0.0114,-0.1553,0.171
35.6330,-0.0736,0.0032,-0.1541,0.171
35.6520,-0.0926,0.0044,-0.2010,0.221
35.6730,-0.0953,0.0200,-0.1637,0.191
35.7210,-0.1085,-0.0290,-0.2047,0.233
35.7220,-0.0858,-0.0288,-0.1794,0.201
35.7270,-0.0672,0.0523,-0.2335,0.249
35.7460,-0.0482,0.0070,-0.1650,0.172
35.7660,-0.1015,0.0057,-0.1204,0.158
35.7840,-0.0577,0.0141,-0.1830,0.192
35.8040,-0.1053,-0.0263,-0.2215,0.247
35.8440,-0.0963,0.0165,-0.1325,0.165
35.8450,-0.0783,0.0275,-0.1566,0.177
35.8610,-0.0519,0.0132,-0.2239,0.230
35.8790,-0.0667,0.0011,-0.1398,0.155
35.8990,-0.0992,0.0414,-0.0700,0.128
35.9170,-0.0965,-0.0300,-0.1915,0.217
35.9380,-0.1081,-0.0025,-0.2084,0.235
35.9830,-0.0844,-0.0012,-0.0880,0.122
35.9830,-0.0405,-0.0106,-0.1217,0.129
35.9960,-0.0824,0.0467,-0.0845,0.127
36.0130,-0.0631,-0.0141,-0.1951,0.206
36.0320,-0.0669,-0.0010,-0.0881,0.111
36.0520,-0.0778,0.0133,-0.1037,0.130
36.0700,-0.0788,0.0314,-0.2240,0.240
36.0920,-0.0730,-0.0258,-0.1470,0.166
36.1380,-0.0281,0.0121,-0.0315,0.044
36.1380,-0.1291,0.0644,-0.1590,0.215
36.1460,-0.1052,-0.0345,-0.1903,0.220
36.1640,-0.0788,-0.0380,-0.1386,0.164
36.1830,-0.1012,0.0385,-0.1627,0.195
36.2020,-0.0549,0.0171,-0.1711,0.180
36.2240,-0.0845,-0.0198,-0.1723,0.193
36.2760,-0.0999,0.0052,-0.1374,0.170
36.2770,-0.0406,0.0063,-0.1013,0.109
36.2790,-0.1426,0.0017,-0.2444,0.283
36.2970,-0.0732,-0.0147,-0.0929,0.119
36.3160,-0.0637,0.0436,-0.1037,0.129
36.3360,-0.0567,0.0151,-0.1543,0.165
36.3550,-0.0742,-0.0041,-0.1855,0.200
36.3740,-0.1052,0.0019,-0.0748,0.129
36.4190,-0.0868,0.0248,-0.1650,0.188
36.4190,-0.0419,0.0140,-0.1278,0.135
36.4310,-0.1411,0.0029,-0.2264,0.267
36.4500,-0.0456,-0.0041,-0.0508,0.068
36.4690,-0.0656,0.0529,-0.1470,0.169
36.4880,-0.1261,0.0316,-0.2156,0.252
36.5100,-0.0633,-0.0531,-0.0676,0.107
36.5650,-0.1081,-0.0198,-0.1169,0.160
36.5650,-0.0601,0.0744,-0.2120,0.233
36.5650,-0.0296,0.0137,-0.1314,0.135
36.5820,-0.0758,-0.0137,-0.1795,0.195
36.6010,-0.0783,0.0293,-0.0989,0.130
36.6210,-0.0960,0.0422,-0.2000,0.226
36.6390,-0.1034,-0.0625,-0.1290,0.177
36.6610,-0.0753,0.0183,-0.1098,0.134
36.6780,-0.0470,0.0088,-0.1712,0.178
36.6970,-0.0569,0.0744,-0.1483,0.175
36.7160,-0.0852,-0.0327,-0.1687,0.192
36.7350,-0.1093,0.0196,-0.0160,0.112
36.7680,-0.0105,-0.0007,-0.1266,0.127
36.7730,-0.1223,0.0278,-0.1856,0.224
36.7920,-0.0419,0.0052,-0.1339,0.140
36.8110,-0.1192,0.0268,-0.1423,0.188
36.8290,-0.0546,0.0196,-0.1123,0.126
36.8480,-0.0930,0.0230,-0.1207,0.154
36.8810,-0.0716,-0.0176,-0.1460,0.164
36.8860,-0.0512,0.0049,-0.0810,0.096
36.9050,-0.1007,0.0121,-0.2326,0.254
36.9240,-0.1054,0.0551,-0.1483,0.190
36.9440,-0.0323,0.0027,-0.0293,0.044
36.9630,-0.0556,-0.0223,-0.1327,0.146
36.9820,-0.1182,0.0111,-0.1868,0.221
37.0220,-0.0707,-0.0139,-0.1339,0.152
37.0220,-0.0946,0.0255,-0.1423,0.173
37.0390,-0.0780,0.0420,-0.1219,0.151
37.0570,-0.0863,0.0049,-0.1375,0.162
37.0770,-0.1018,-0.0653,-0.0966,0.155
37.0980,-0.0829,-0.0127,-0.0196,0.086
37.1140,-0.1090,0.0706,-0.1520,0.200
37.1400,-0.0968,-0.0021,-0.1628,0.189
37.1530,-0.0625,-0.0140,-0.0689,0.094
37.1780,-0.0511,0.0634,-0.0954,0.125
37.1910,-0.1046,0.0313,-0.1748,0.206
37.2090,-0.1044,-0.0152,-0.2049,0.230
37.2290,-0.0337,0.0028,-0.0293,0.045
37.2470,-0.0884,0.0196,-0.1664,0.189
37.2660,-0.0732,0.0504,-0.1713,0.193
37.3030,-0.0516,-0.0045,-0.1676,0.175
37.3040,-0.0943,0.0027,-0.1724,0.197
37.3230,-0.0953,0.0194,-0.0930,0.135
37.3420,-0.0822,-0.0330,-0.1448,0.170
37.3620,-0.0841,0.0302,-0.1387,0.165
37.3810,-0.0782,-0.0125,-0.1676,0.185
37.4000,-0.0462,-0.0054,-0.0810,0.093
37.4380,-0.0571,-0.0005,-0.1472,0.158
37.4390,-0.1144,0.0484,-0.1339,0.183
37.4560,-0.0477,0.0112,-0.1652,0.172
37.4740,-0.0807,-0.0090,-0.1014,0.130
37.4940,-0.0706,-0.0088,-0.2470,0.257
37.5140,-0.0557,-0.0255,-0.0750,0.097
37.5340,-0.1009,0.0209,-0.1363,0.171
37.5770,-0.0660,0.0328,-0.2061,0.219
37.5770,-0.0782,0.0267,-0.0810,0.116
37.5890,-0.1159,-0.0222,-0.2686,0.293
37.6080,-0.0414,0.0541,-0.1255,0.143
37.6270,-0.0949,-0.0043,-0.0726,0.120
37.6470,-0.0565,0.0266,-0.2290,0.237
37.6660,-0.1386,0.0122,-0.1592,0.211
37.7130,-0.0787,-0.0009,-0.0437,0.090
37.7140,-0.0772,-0.0007,-0.1568,0.175
37.7220,-0.0631,0.0314,-0.1243,0.143
37.7410,-0.0712,0.0029,-0.1664,0.181
37.7660,-0.1106,-0.0211,-0.0966,0.148
37.8040,-0.0837,-0.0235,-0.0834,0.120
37.8050,-0.0838,0.0313,-0.1953,0.215
37.8180,-0.0922,0.0062,-0.1243,0.155
37.8350,-0.0341,0.0072,-0.1412,0.145
37.8560,-0.0971,-0.0140,-0.1147,0.151
37.8740,-0.0573,0.0110,-0.2639,0.270
37.8990,-0.1337,0.0096,-0.0846,0.159
37.9400,-0.1004,0.0073,-0.1340,0.168
37.9400,-0.0516,0.0239,-0.1773,0.186
37.9500,-0.0664,0.0346,-0.1484,0.166
37.9680,-0.0755,-0.0357,-0.1364,0.160
37.9880,-0.0800,0.0167,-0.1087,0.136
38.0060,-0.1105,0.0143,-0.1484,0.186
38.0260,-0.0639,0.0285,-0.1832,0.196
38.0520,-0.0971,-0.0144,-0.1111,0.148
38.0630,-0.0440,0.0415,-0.1135,0.129
38.0820,-0.0700,0.0211,-0.1796,0.194
38.1020,-0.0592,-0.0455,-0.0966,0.122
38.1200,-0.0686,0.0365,-0.1568,0.175
38.1400,-0.1433,0.0258,-0.1556,0.213
38.1880,-0.0569,-0.0182,-0.1604,0.171
38.1880,-0.0785,0.0281,-0.1123,0.140
38.1960,-0.0910,0.0232,-0.2133,0.233
38.2150,-0.0449,0.0234,-0.1099,0.121
38.2340,-0.1205,-0.0445,-0.0954,0.160
38.2540,-0.0698,0.0187,-0.2313,0.242
38.3070,-0.1124,0.0615,-0.1242,0.178
38.3070,-0.0688,-0.0278,-0.0797,0.109
38.3110,-0.0627,0.0021,-0.2205,0.229
38.3290,-0.0777,0.0196,-0.0786,0.112
38.3490,-0.0656,-0.0352,-0.0810,0.110
38.3690,-0.1223,0.0824,-0.2337,0.276
38.3870,-0.0658,0.0169,-0.0593,0.090
38.4210,-0.1057,0.0181,-0.1182,0.160
38.4250,-0.1022,-0.0176,-0.1459,0.179
38.4430,-0.0357,0.0334,-0.0930,0.105
38.4640,-0.1032,-0.0225,-0.1772,0.206
38.4810,-0.0854,-0.0058,-0.1483,0.171
38.5020,-0.0836,0.0502,-0.1892,0.213
38.5210,-0.0830,0.0334,-0.0340,0.096
38.5630,-0.0947,-0.0084,-0.1784,0.202
38.5640,-0.0558,-0.0359,-0.1098,0.128
38.5770,-0.0746,-0.0014,-0.1628,0.179
38.5960,-0.0947,0.0237,-0.1868,0.211
38.6150,-0.0748,-0.0025,-0.0376,0.084
38.6350,-0.0473,0.0153,-0.0280,0.057
38.6550,-0.1054,0.0330,-0.2024,0.231
38.7010,-0.0660,0.0139,-0.0520,0.085
38.7020,-0.0827,-0.0026,-0.0737,0.111
38.7100,-0.0750,-0.0153,-0.2253,0.238
38.7290,-0.0703,0.0171,-0.1266,0.146
38.7480,-0.0807,0.0086,-0.1098,0.137
38.7670,-0.0930,0.0324,-0.0821,0.128
38.7870,-0.0871,0.0596,-0.1411,0.176
38.8050,-0.0881,-0.0167,-0.1543,0.178
38.8460,-0.0785,-0.0283,-0.0857,0.120
38.8470,-0.1078,0.0196,-0.1940,0.223
38.8620,-0.0651,-0.0007,-0.0965,0.116
38.8800,-0.0818,0.0411,-0.1182,0.149
38.9000,-0.1221,0.0374,-0.1242,0.178
38.9190,-0.0351,0.0017,-0.1350,0.139
38.9380,-0.0649,0.0008,-0.1290,0.144
38.9810,-0.0662,0.0115,-0.2505,0.259
38.9810,-0.0926,0.0114,-0.0556,0.109
38.9940,-0.0994,0.0151,-0.1555,0.185
39.0140,-0.0818,0.0224,-0.0965,0.128
39.0330,-0.0676,0.0484,-0.1458,0.168
39.0520,-0.0666,0.0031,-0.1122,0.130
39.0740,-0.1081,-0.0409,-0.0628,0.132
39.1160,-0.0778,0.0067,-0.1735,0.190
39.1170,-0.1346,0.0315,-0.0893,0.165
39.1270,-0.0622,0.0337,-0.1013,0.124
39.1470,-0.0887,0.0075,-0.0761,0.117
39.1660,-0.0717,0.0216,-0.2000,0.214
39.1850,-0.0555,0.0039,-0.0785,0.096
39.2040,-0.0622,-0.0201,-0.1579,0.171
39.2250,-0.1269,0.0193,-0.1181,0.174
39.2630,-0.0675,0.0040,-0.1169,0.135
39.2630,-0.0772,0.0541,-0.0965,0.135
39.2790,-0.0758,0.0135,-0.1891,0.204
39.2990,-0.0724,-0.0162,-0.1193,0.140
39.3170,-0.1123,-0.0042,-0.1626,0.198
39.3370,-0.0822,0.0006,-0.2191,0.234
39.3570,-0.0612,0.0079,-0.0532,0.081
39.3990,-0.1055,0.0293,-0.2372,0.261
39.4000,-0.0745,0.0400,-0.1072,0.137
39.4120,-0.0602,0.0197,-0.1048,0.122
39.4310,-0.1347,0.0030,-0.1987,0.240
39.4500,-0.0966,-0.0088,-0.1878,0.211
39.4700,-0.0311,0.0057,0.0179,0.036
39.4890,-0.1254,0.0045,-0.2071,0.242
39.5100,-0.0900,0.0224,-0.0759,0.120
39.5520,-0.0575,0.0499,-0.1421,0.161
39.5520,-0.0954,-0.0049,-0.1734,0.198
39.5650,-0.0682,0.0093,-0.1072,0.127
39.5840,-0.0815,0.0249,-0.0747,0.113
39.6020,-0.0948,-0.0095,-0.1301,0.161
39.6210,-0.0721,0.0251,-0.1445,0.163
39.6410,-0.0492,0.0071,-0.1409,0.149
39.6850,-0.1387,0.0155,-0.0976,0.170
39.6860,-0.0770,0.0691,-0.1963,0.222
39.6980,-0.0753,-0.0486,-0.0459,0.101
39.7170,-0.0708,-0.0198,-0.1578,0.174
39.7360,-0.0965,0.0255,-0.1830,0.208
39.7560,-0.0726,0.0957,-0.0495,0.130
39.7780,-0.1009,0.0077,-0.1927,0.218
39.8200,-0.1201,-0.0255,-0.1662,0.207
39.8200,-0.0827,0.0577,-0.0736,0.125
39.8300,-0.0496,-0.0221,-0.1121,0.125
39.8500,-0.1101,-0.0399,-0.1891,0.222
39.8680,-0.0531,0.0612,-0.0977,0.127
39.8880,-0.1031,0.0446,-0.1987,0.228
39.9070,-0.1045,0.0232,-0.1374,0.174
39.9280,-0.0868,-0.0210,-0.1241,0.153
39.9690,-0.1035,0.0173,-0.0580,0.120
39.9690,-0.0428,-0.0184,-0.1663,0.173
39.9820,-0.0346,0.0337,-0.1169,0.127
40.0000,-0.1105,0.0458,-0.1506,0.192
40.0200,-0.1191,0.0506,-0.1001,0.164
40.0400,-0.0535,0.0173,-0.2312,0.238
40.0600,-0.0921,-0.0229,-0.1230,0.155
