time,ax,ay,az,aT
9.9940,-0.0292,-0.0260,-0.1112,0.118
10.0120,-0.0412,0.0027,-0.0775,0.088
10.0310,-0.0863,-0.0362,-0.1834,0.206
10.0500,-0.0347,0.0172,-0.0920,0.100
10.0700,-0.0643,-0.0055,-0.1641,0.176
10.0890,-0.0325,0.0386,-0.1365,0.146
10.1070,-0.0280,-0.0433,-0.1100,0.122
10.1260,-0.0752,-0.0245,-0.2327,0.246
10.1450,-0.0771,-0.0065,-0.0451,0.090
10.1640,-0.0427,0.0221,-0.1112,0.121
10.1820,-0.0196,-0.0409,-0.1714,0.177
10.2020,-0.0528,0.0292,-0.1497,0.161
10.2260,-0.0422,0.0328,-0.0788,0.095
10.2400,-0.0728,-0.0529,-0.1485,0.174
10.2580,-0.0706,-0.0538,-0.1726,0.194
10.2770,-0.0188,0.0212,-0.1473,0.150
10.2970,-0.0426,0.0070,-0.1293,0.136
10.3150,-0.0610,-0.0402,-0.1762,0.191
10.3350,-0.0766,-0.0129,-0.1461,0.165
10.3580,-0.0779,0.0184,-0.1353,0.157
10.3730,-0.0283,-0.0139,-0.1052,0.110
10.3910,-0.0874,-0.0389,-0.2147,0.235
10.4110,-0.0352,-0.0032,-0.1834,0.187
10.4290,-0.0625,0.0171,-0.1594,0.172
10.4480,-0.0567,-0.0247,-0.1172,0.133
10.4680,-0.0795,-0.0129,-0.1666,0.185
10.4960,-0.0800,-0.0070,-0.2520,0.264
10.5060,-0.0651,-0.0283,-0.0258,0.076
10.5270,-0.0258,-0.0017,-0.2328,0.234
10.5430,-0.1044,-0.0226,-0.2039,0.230
10.5620,-0.0029,0.0150,-0.0715,0.073
10.5830,-0.0883,-0.0146,-0.1160,0.147
10.6000,-0.0891,-0.0216,-0.2628,0.278
10.6200,-0.0621,0.0147,-0.1461,0.159
10.6450,-0.0364,0.0042,-0.1100,0.116
10.6580,-0.0476,-0.0079,-0.1774,0.184
10.6760,-0.0543,-0.0195,-0.1870,0.196
10.6950,-0.0320,-0.0163,-0.0944,0.101
10.7150,-0.0682,-0.0259,-0.1906,0.204
10.7330,-0.0569,-0.0004,-0.1473,0.158
10.7540,-0.0619,0.0318,-0.1726,0.186
10.7820,-0.0491,-0.0424,-0.1353,0.150
10.7900,-0.0436,-0.0039,-0.1136,0.122
10.8090,-0.0423,-0.0134,-0.1882,0.193
10.8280,-0.0802,0.0093,-0.1690,0.187
10.8480,-0.0708,-0.0514,-0.1918,0.211
10.8660,-0.0473,0.0073,-0.0667,0.082
10.8860,-0.0741,0.0049,-0.2652,0.275
10.9040,-0.0624,0.0075,-0.1533,0.166
10.9230,-0.0023,-0.0165,-0.0739,0.076
10.9420,-0.0966,-0.0306,-0.2087,0.232
10.9610,-0.0629,-0.0185,-0.2014,0.212
10.9810,-0.0430,-0.0280,-0.0535,0.074
11.0000,-0.0355,-0.0069,-0.1846,0.188
11.0190,-0.0782,0.0016,-0.1942,0.209
11.0420,-0.0568,0.0136,-0.1798,0.189
11.0560,-0.0192,-0.0091,-0.0751,0.078
11.0760,-0.0693,-0.0222,-0.2002,0.213
11.0940,-0.1014,-0.0162,-0.1389,0.173
11.1130,-0.0551,0.0006,-0.2026,0.210
11.1320,-0.0087,-0.0303,-0.1810,0.184
11.1520,-0.0478,0.0044,-0.1341,0.142
11.1710,-0.0609,0.0411,-0.1401,0.158
11.1950,-0.1376,0.0322,-0.2941,0.326
11.2090,-0.0417,-0.0763,-0.0378,0.095
11.2280,-0.0545,-0.0651,-0.1100,0.139
11.2460,-0.1005,0.0312,-0.2760,0.295
11.2650,-0.0109,0.0217,-0.1269,0.129
11.2840,-0.0689,-0.0520,-0.1906,0.209
11.3120,-0.0543,0.0304,-0.1978,0.207
11.3230,-0.0956,0.0552,-0.2146,0.241
11.3410,-0.0459,-0.0791,-0.1208,0.152
11.3610,-0.0261,-0.0520,-0.1028,0.118
11.3790,-0.0743,-0.0078,-0.2134,0.226
11.3980,-0.0410,0.0158,-0.2134,0.218
11.4170,-0.0553,0.0430,-0.1196,0.139
11.4570,-0.0574,-0.0037,-0.1809,0.190
11.4570,-0.0420,-0.0465,-0.1617,0.173
11.4750,-0.0756,-0.0218,-0.2195,0.233
11.4940,-0.0238,-0.0373,-0.0787,0.090
11.5130,-0.0692,-0.0039,-0.1906,0.203
11.5320,-0.0867,0.0152,-0.2375,0.253
11.5690,-0.0478,0.0354,-0.1269,0.140
11.5700,-0.0523,-0.0097,-0.1148,0.127
11.5890,-0.0674,-0.0613,-0.2387,0.256
11.6070,-0.0330,0.0234,-0.1437,0.149
11.6260,-0.0703,-0.0218,-0.0980,0.123
11.6460,-0.0573,0.0045,-0.1497,0.160
11.6650,-0.0884,-0.0209,-0.1798,0.201
11.7060,-0.0463,0.0159,-0.1425,0.151
11.7070,-0.0671,-0.0074,-0.1581,0.172
11.7220,-0.0820,-0.0322,-0.1280,0.155
11.7400,-0.0321,-0.0165,-0.1413,0.146
11.7590,-0.0525,0.0194,-0.1616,0.171
11.7780,-0.0621,-0.0127,-0.1448,0.158
11.7980,-0.0405,-0.0262,-0.1557,0.163
11.8170,-0.0793,0.0199,-0.1954,0.212
11.8530,-0.0466,0.0349,-0.1581,0.168
11.8540,-0.0381,-0.0400,-0.1797,0.188
11.8740,-0.0623,-0.0209,-0.2014,0.212
11.8940,-0.0556,0.0030,-0.0871,0.103
11.9110,-0.0360,-0.0187,-0.1978,0.202
11.9310,-0.0935,0.0024,-0.1701,0.194
11.9500,-0.0515,0.0094,-0.1461,0.155
11.9830,-0.0469,0.0027,-0.1533,0.160
11.9870,-0.0625,-0.0179,-0.2207,0.230
12.0050,-0.0841,-0.0259,-0.1954,0.214
12.0250,-0.0402,-0.0021,-0.1293,0.135
12.0440,-0.0531,-0.0022,-0.1641,0.173
12.0630,-0.0860,-0.0115,-0.1966,0.215
12.0820,-0.0270,-0.0158,-0.1617,0.165
12.1320,-0.0582,0.0303,-0.1075,0.126
12.1320,-0.0689,-0.0254,-0.2422,0.253
12.1380,-0.0792,-0.0012,-0.1833,0.200
12.1570,-0.0718,-0.0106,-0.1111,0.133
12.1760,-0.0289,-0.0177,-0.2182,0.221
12.1960,-0.0482,-0.0220,-0.1497,0.159
12.2150,-0.0564,-0.0035,-0.1689,0.178
12.2340,-0.0804,0.0001,-0.1449,0.166
12.2530,-0.0885,-0.0037,-0.1641,0.186
12.2720,-0.0515,-0.0253,-0.2014,0.209
12.2900,-0.0331,-0.0037,-0.1617,0.165
12.3100,-0.0662,0.0298,-0.1280,0.147
12.3350,-0.0434,-0.0422,-0.1328,0.146
12.3480,-0.1122,-0.0239,-0.2315,0.258
12.3670,-0.0348,0.0605,-0.1545,0.170
12.3860,-0.0473,-0.0471,-0.1388,0.154
12.4040,-0.0696,-0.0399,-0.2038,0.219
12.4230,-0.0640,-0.0046,-0.0943,0.114
12.4430,-0.0179,0.0218,-0.1256,0.129
12.4760,-0.0762,-0.0399,-0.2038,0.221
12.4810,-0.0678,0.0256,-0.1003,0.124
12.5000,-0.0607,-0.0197,-0.1484,0.162
12.5180,-0.0333,-0.0536,-0.1737,0.185
12.5370,-0.0623,-0.0064,-0.2290,0.237
12.5560,-0.0868,-0.0128,-0.1302,0.157
12.5760,-0.0485,0.0105,-0.1977,0.204
12.5950,-0.0180,0.0155,-0.0665,0.071
12.6220,-0.0632,-0.0131,-0.1580,0.171
12.6330,-0.0666,-0.0690,-0.1604,0.187
12.6510,-0.0953,-0.0187,-0.2338,0.253
12.6710,-0.0267,0.0661,-0.0762,0.104
12.6900,-0.0697,0.0025,-0.2098,0.221
12.7100,-0.0315,-0.0568,-0.1437,0.158
12.7280,-0.0662,-0.0175,-0.1148,0.134
12.7550,-0.0636,0.0207,-0.2038,0.215
12.7650,-0.1090,-0.0440,-0.2050,0.236
12.7840,-0.0246,-0.0265,-0.1316,0.137
12.8040,-0.0593,0.0421,-0.1785,0.193
12.8220,-0.0577,0.0238,-0.1701,0.181
12.8420,-0.0815,-0.0179,-0.1785,0.197
12.8710,-0.0890,-0.0364,-0.1737,0.199
12.8790,-0.0718,-0.0020,-0.0847,0.111
12.8990,-0.0439,-0.0033,-0.1990,0.204
12.9170,-0.0393,-0.0178,-0.2134,0.218
12.9370,-0.0777,0.0468,-0.1364,0.164
12.9560,-0.0770,-0.0143,-0.1232,0.146
12.9950,-0.0625,-0.0416,-0.2255,0.238
12.9950,-0.0533,-0.0010,-0.1641,0.173
13.0130,-0.0370,0.0296,-0.0607,0.077
13.0310,-0.0454,-0.0129,-0.1449,0.152
13.0510,-0.0976,-0.0105,-0.3097,0.325
13.0710,-0.0233,-0.0011,-0.0475,0.053
13.0890,-0.0838,0.0203,-0.1365,0.161
13.1230,-0.0851,-0.0247,-0.2207,0.238
13.1280,-0.0156,-0.0356,-0.1173,0.124
13.1490,-0.0683,-0.0057,-0.2159,0.227
13.1640,-0.0460,0.0242,-0.1425,0.152
13.1830,-0.0864,0.0144,-0.1509,0.175
13.2020,-0.0682,-0.0262,-0.1654,0.181
13.2210,-0.0468,-0.0121,-0.1786,0.185
13.2410,-0.0281,-0.0074,-0.0920,0.096
13.2780,-0.0454,-0.0073,-0.2075,0.212
13.2790,-0.0466,0.0023,-0.1497,0.157
13.2970,-0.0791,0.0145,-0.1305,0.153
13.3160,-0.0481,0.0052,-0.1834,0.190
13.3350,-0.0467,-0.0380,-0.1029,0.119
13.3570,-0.0446,-0.0233,-0.1581,0.166
13.3740,-0.0533,0.0004,-0.1208,0.132
13.4110,-0.0933,0.0074,-0.1713,0.195
13.4120,-0.0459,0.0211,-0.2460,0.251
13.4300,-0.0550,-0.0085,-0.0414,0.069
13.4500,-0.1145,-0.0411,-0.2099,0.243
13.4690,-0.0420,0.0184,-0.1004,0.110
13.4880,-0.0626,-0.0110,-0.1099,0.127
13.5070,-0.0793,-0.0230,-0.1641,0.184
13.5450,-0.0320,0.0576,-0.2267,0.236
13.5450,-0.1087,-0.0381,-0.0872,0.144
13.5640,-0.0506,-0.0180,-0.1401,0.150
13.5820,-0.0815,-0.0051,-0.2039,0.220
13.6020,-0.0543,0.0268,-0.1209,0.135
13.6200,-0.0506,-0.0323,-0.1005,0.117
13.6410,-0.0639,0.0127,-0.1486,0.162
13.6590,-0.0509,0.0177,-0.0872,0.103
13.6980,-0.1160,-0.0239,-0.2508,0.277
13.6990,-0.0359,-0.0081,-0.1101,0.116
13.7150,-0.0553,-0.0052,-0.0969,0.112
13.7340,-0.0989,-0.0285,-0.2677,0.287
13.7530,-0.0013,-0.0042,-0.0392,0.039
13.7820,-0.0548,0.0118,-0.0753,0.094
13.7920,-0.1040,-0.0188,-0.2004,0.227
13.8100,-0.0790,0.0110,-0.2052,0.220
13.8290,-0.0497,-0.0236,-0.0717,0.090
13.8490,-0.0225,-0.0069,-0.1138,0.116
13.8670,-0.0808,-0.0283,-0.2064,0.223
13.8920,-0.0445,0.0287,-0.0609,0.081
13.9320,-0.0977,-0.0059,-0.1234,0.157
13.9330,-0.0842,-0.0164,-0.2244,0.240
13.9440,-0.0548,0.0094,-0.1523,0.162
13.9620,-0.0600,-0.0059,-0.0789,0.099
13.9810,-0.0455,0.0107,-0.1691,0.175
14.0000,-0.0383,-0.0010,-0.1475,0.152
14.0190,-0.0824,-0.0010,-0.1150,0.141
14.0390,-0.0733,-0.0452,-0.0813,0.118
14.0640,-0.0626,0.0132,-0.1535,0.166
14.0760,-0.0607,0.0362,-0.1740,0.188
14.0950,-0.0337,-0.0336,-0.0308,0.057
14.1140,-0.0677,-0.0152,-0.0994,0.121
14.1340,-0.0437,0.0287,-0.1800,0.187
14.1520,-0.0913,-0.0490,-0.0970,0.142
14.1750,-0.0637,-0.0418,-0.2353,0.247
14.2200,-0.0632,0.0166,-0.0453,0.079
14.2210,-0.0727,0.0162,-0.0994,0.124
14.2300,-0.0755,-0.0551,-0.1860,0.208
14.2470,-0.0665,-0.0234,-0.1102,0.131
14.2670,-0.0744,0.0475,-0.1402,0.166
14.2850,-0.0896,-0.0311,-0.1679,0.193
14.3050,-0.0378,0.0132,-0.1511,0.156
14.3240,-0.0705,-0.0280,-0.0224,0.079
14.3480,-0.0949,0.0051,-0.1355,0.166
14.3610,-0.0509,-0.0374,-0.1825,0.193
14.3800,-0.0629,0.0037,-0.0814,0.103
14.3990,-0.1079,0.0211,-0.0898,0.142
14.4180,-0.0601,-0.0128,-0.1355,0.149
14.4370,-0.0604,-0.0085,-0.1163,0.131
14.4570,-0.0307,0.0094,-0.1415,0.145
14.4830,-0.0554,-0.0259,-0.1283,0.142
14.4960,-0.0727,0.0116,-0.0706,0.102
14.5120,-0.0752,0.0025,-0.1825,0.197
14.5310,-0.0758,0.0268,-0.1391,0.161
14.5520,-0.0531,-0.1020,0.0774,0.139
14.5700,-0.0665,0.0223,-0.2438,0.254
14.5890,-0.0992,0.0374,-0.2101,0.235
14.6080,-0.0162,-0.0267,-0.0273,0.041
14.6330,-0.1206,-0.0194,-0.1115,0.165
14.6510,-0.0681,0.0076,-0.2077,0.219
14.6640,-0.0501,-0.0103,-0.0694,0.086
14.6830,-0.0581,-0.0053,-0.0621,0.085
14.7040,-0.0208,-0.0253,-0.1127,0.117
14.7210,-0.0827,0.0046,-0.1464,0.168
14.7410,-0.0330,0.0073,-0.0333,0.047
14.7780,-0.0652,-0.0264,-0.1584,0.173
14.7790,-0.0689,0.0060,-0.0453,0.083
14.7980,-0.0437,-0.0082,-0.2066,0.211
14.8160,-0.0204,-0.0215,-0.0538,0.061
14.8350,-0.0845,-0.0174,-0.1272,0.154
14.8550,-0.0676,0.0135,-0.1500,0.165
14.8730,-0.0840,0.0026,-0.1548,0.176
14.8930,-0.0333,-0.0144,-0.0778,0.086
14.9280,-0.0417,-0.0094,-0.1621,0.168
14.9320,-0.0850,0.0057,-0.1705,0.191
14.9530,-0.0498,-0.0239,-0.0165,0.058
14.9680,-0.0769,0.0192,-0.2186,0.233
14.9880,-0.0903,-0.0250,-0.1645,0.189
15.0070,-0.0333,-0.0012,-0.0514,0.061
15.0260,-0.0711,0.0252,-0.1416,0.160
15.0520,-0.0579,-0.0261,-0.1368,0.151
15.0630,-0.0533,-0.0509,-0.0923,0.118
15.0820,-0.1148,0.0514,-0.1741,0.215
15.1020,-0.0318,0.0120,-0.0791,0.086
15.1210,-0.0618,-0.0306,-0.1032,0.124
15.1390,-0.0921,-0.0031,-0.1994,0.220
15.1590,-0.0556,0.0099,0.0208,0.060
15.1950,-0.0541,-0.0401,-0.1669,0.180
15.1970,-0.1070,-0.0040,-0.1416,0.178
15.2150,-0.0535,0.0220,-0.0839,0.102
15.2340,-0.0646,-0.0376,-0.0587,0.095
15.2540,-0.0723,0.0376,-0.2018,0.218
15.2730,-0.0653,-0.0030,-0.0225,0.069
15.2920,-0.0980,-0.0364,-0.1717,0.201
15.3110,-0.0434,-0.0100,-0.0827,0.094
15.3360,-0.0387,0.0613,0.0364,0.081
15.3490,-0.0614,-0.0304,-0.2547,0.264
15.3680,-0.0748,-0.0314,-0.0646,0.104
15.3860,-0.0587,-0.0217,-0.0237,0.067
15.4050,-0.0633,0.0403,-0.1488,0.167
15.4250,-0.0292,-0.0170,-0.0742,0.082
15.4440,-0.0465,-0.0280,-0.0165,0.057
15.4760,-0.0831,0.0032,-0.1861,0.204
15.4830,-0.0485,0.0461,-0.0814,0.105
15.5000,-0.0650,0.0225,-0.1031,0.124
15.5190,-0.0547,-0.0218,-0.0971,0.114
15.5390,-0.0667,-0.0039,-0.0586,0.089
15.5570,-0.0848,-0.0216,-0.1187,0.147
15.5770,-0.0515,0.0212,-0.0875,0.104
15.6130,-0.0625,0.0139,-0.0875,0.108
15.6140,-0.0703,-0.0290,-0.1404,0.160
15.6340,-0.0702,-0.0038,-0.1019,0.124
15.6520,-0.0571,-0.0206,-0.0778,0.099
15.6720,-0.0418,0.0006,-0.0754,0.086
15.6900,-0.0528,-0.0091,-0.0682,0.087
15.7090,-0.0467,0.0200,-0.2427,0.248
15.7290,-0.1006,0.0140,-0.0827,0.131
15.7640,-0.0250,0.0042,0.0136,0.029
15.7690,-0.0934,-0.0196,-0.1982,0.220
15.7880,-0.0755,-0.0064,-0.1512,0.169
15.8040,-0.0378,0.0165,0.0160,0.044
15.8240,-0.0975,-0.0338,-0.1320,0.168
15.8580,-0.1007,0.0222,-0.1681,0.197
15.8620,-0.0876,-0.0041,-0.1332,0.159
15.8800,-0.0604,-0.0515,-0.0574,0.098
15.8990,-0.0572,0.0083,-0.1392,0.151
15.9190,-0.0622,-0.0226,-0.0622,0.091
15.9380,-0.0724,-0.0061,-0.1897,0.203
15.9570,-0.0761,-0.0002,-0.0694,0.103
15.9760,-0.0865,-0.0118,-0.0898,0.125
16.0120,-0.0704,-0.0033,-0.1633,0.178
16.0160,-0.0442,-0.0049,-0.0694,0.082
16.0320,-0.0633,-0.0121,-0.0742,0.098
16.0510,-0.0800,-0.0168,-0.1657,0.185
16.0700,-0.0717,0.0095,-0.0490,0.087
16.0890,-0.0679,-0.0214,-0.1007,0.123
16.1080,-0.0413,0.0049,-0.1235,0.130
16.1510,-0.0506,-0.0320,-0.0357,0.070
16.1520,-0.0787,0.0453,-0.1259,0.155
16.1650,-0.0657,-0.0654,-0.0898,0.129
16.1840,-0.0626,0.0016,-0.0658,0.091
16.2040,-0.0675,-0.0152,-0.0682,0.097
16.2220,-0.0445,0.0232,-0.1295,0.139
16.2410,-0.0796,-0.0436,-0.1066,0.140
16.2750,-0.0800,-0.0305,-0.0164,0.087
16.2790,-0.0930,0.0113,-0.1235,0.155
16.2980,-0.0198,0.0115,-0.0634,0.067
16.3170,-0.0686,-0.0062,-0.1536,0.168
16.3360,-0.0739,-0.0016,-0.1247,0.145
16.3560,-0.0337,-0.0293,-0.0597,0.075
16.3750,-0.0879,-0.0469,-0.1668,0.194
16.3940,-0.0844,0.0626,-0.1211,0.160
16.4320,-0.0715,-0.0029,-0.0621,0.095
16.4320,-0.0693,-0.0182,-0.0633,0.096
16.4500,-0.0538,0.0007,-0.1488,0.158
16.4720,-0.0609,0.0020,-0.0453,0.076
16.4900,-0.0675,-0.0255,-0.1102,0.132
16.5080,-0.0546,-0.0232,-0.0790,0.099
16.5270,-0.0913,0.0375,-0.1102,0.148
16.5620,-0.1013,0.0066,-0.1090,0.149
16.5640,-0.0668,-0.0102,-0.1247,0.142
16.5830,-0.0540,-0.0399,-0.0032,0.067
16.6020,-0.0914,0.0018,-0.1957,0.216
16.6230,-0.0365,0.0196,-0.0789,0.089
16.6400,-0.0722,-0.0269,-0.0922,0.120
16.6600,-0.0649,0.0075,-0.1644,0.177
16.6980,-0.0939,0.0552,-0.0970,0.146
16.6980,-0.0706,-0.0127,-0.0694,0.100
16.7160,-0.0494,-0.0197,-0.0622,0.082
16.7340,-0.0603,0.0006,-0.1343,0.147
16.7540,-0.0758,-0.0136,-0.1067,0.132
16.7750,-0.0365,0.0018,-0.0646,0.074
16.8210,-0.0730,0.0032,-0.1440,0.161
16.8210,-0.0768,0.0435,-0.1741,0.195
16.8300,-0.0522,-0.0623,-0.0453,0.093
16.8490,-0.0495,0.0031,-0.1452,0.153
16.8680,-0.0638,0.0066,-0.0850,0.107
16.8870,-0.0721,-0.0314,-0.1367,0.158
16.9080,-0.0453,-0.0417,-0.1031,0.120
16.9460,-0.0835,0.0796,-0.1356,0.178
16.9470,-0.0408,0.0130,-0.0838,0.094
16.9630,-0.1023,-0.0607,-0.1620,0.201
16.9810,-0.0422,-0.0235,-0.0899,0.102
17.0010,-0.0284,0.0273,-0.0153,0.042
17.0200,-0.0881,-0.0204,-0.2523,0.268
17.0390,-0.0981,-0.0010,-0.0887,0.132
17.0600,-0.0386,0.0321,-0.1163,0.127
17.1050,-0.0719,-0.0405,-0.1416,0.164
17.1060,-0.0309,0.0039,-0.0911,0.096
17.1150,-0.0636,-0.0410,-0.0442,0.088
17.1340,-0.0573,-0.0053,-0.1284,0.141
17.1540,-0.0823,-0.0009,-0.1236,0.148
17.1720,-0.0596,0.0218,-0.2234,0.232
17.1910,-0.0593,0.0016,-0.0274,0.065
17.2330,-0.0688,-0.0162,-0.1525,0.168
17.2340,-0.0486,-0.0244,-0.1585,0.168
17.2470,-0.1244,0.0125,-0.1585,0.202
17.2660,-0.0531,-0.0111,-0.1477,0.157
17.2860,-0.0758,0.0223,-0.1164,0.141
17.3080,-0.0784,0.0223,-0.1549,0.175
17.3320,-0.0904,0.0116,-0.0959,0.132
17.3650,-0.0511,-0.0324,-0.0936,0.111
17.3650,-0.0757,-0.0285,-0.1994,0.215
17.3800,-0.0690,-0.0237,-0.1032,0.126
17.4000,-0.0800,0.0110,-0.0815,0.115
17.4180,-0.0455,0.0026,-0.1874,0.193
17.4430,-0.0727,0.0075,-0.1152,0.136
17.4830,-0.0606,0.0122,-0.1621,0.174
17.4830,-0.0738,-0.0317,-0.1188,0.143
17.4940,-0.0601,-0.0483,-0.0936,0.121
17.5140,-0.0574,-0.0303,-0.1994,0.210
17.5330,-0.0814,0.0414,-0.1850,0.206
17.5520,-0.0475,0.0428,-0.1405,0.154
17.5700,-0.0988,-0.0059,-0.1044,0.144
17.5900,-0.0497,-0.0211,-0.1970,0.204
17.6220,-0.0602,-0.0102,-0.1357,0.149
17.6290,-0.0602,-0.0046,-0.0972,0.114
17.6480,-0.0498,-0.0258,-0.1537,0.164
17.6660,-0.0323,0.0241,-0.1634,0.168
17.6860,-0.0763,0.0549,-0.0936,0.133
17.7040,-0.0513,-0.0094,-0.1537,0.162
17.7250,-0.0421,-0.0439,-0.1261,0.140
17.7520,-0.0777,-0.0024,-0.1586,0.177
17.7610,-0.0541,0.0022,-0.1393,0.149
17.7790,-0.0494,-0.0071,-0.1381,0.147
17.7980,-0.0757,0.0438,-0.2019,0.220
17.8180,-0.0275,-0.0003,-0.0949,0.099
17.8360,-0.1046,-0.0336,-0.1309,0.171
17.8550,-0.0327,-0.0073,-0.1297,0.134
17.8750,-0.0655,-0.0180,-0.2259,0.236
17.9110,-0.0472,-0.0155,-0.0443,0.067
17.9130,-0.0751,0.0025,-0.2440,0.255
17.9340,-0.0824,0.0085,-0.2344,0.249
17.9500,-0.0249,0.0120,-0.0575,0.064
17.9690,-0.0927,-0.0343,-0.1297,0.163
17.9880,-0.0346,-0.0198,-0.1418,0.147
18.0080,-0.0879,-0.0268,-0.2043,0.224
18.0470,-0.0254,0.0147,-0.1237,0.127
18.0480,-0.0949,0.0325,-0.1430,0.175
18.0660,-0.0949,-0.0078,-0.2332,0.252
18.0830,-0.0735,-0.0258,-0.1659,0.183
18.1020,-0.0561,0.0016,-0.0239,0.061
18.1210,-0.0738,-0.0175,-0.1647,0.181
18.1400,-0.0775,-0.0172,-0.1912,0.207
18.1700,-0.0563,0.0184,-0.1635,0.174
18.1780,-0.0889,0.0017,-0.0179,0.091
18.1970,-0.1053,0.0089,-0.1863,0.214
18.2160,-0.0773,-0.0149,-0.1912,0.207
18.2360,-0.0498,0.0065,-0.1455,0.154
18.2550,-0.0485,-0.0279,-0.1358,0.147
18.2730,-0.1012,-0.0005,-0.1719,0.200
18.2930,-0.1050,0.0013,-0.1635,0.194
18.3240,-0.0318,0.0156,-0.1467,0.151
18.3320,-0.0994,-0.0269,-0.1142,0.154
18.3490,-0.0533,-0.0194,-0.1804,0.189
18.3690,-0.0689,-0.0191,-0.1707,0.185
18.3870,-0.0571,0.0448,-0.1346,0.153
18.4060,-0.0893,-0.0167,-0.1274,0.156
18.4250,-0.0630,0.0234,-0.2297,0.239
18.4610,-0.0893,0.0036,-0.0841,0.123
18.4640,-0.0274,-0.0479,-0.0781,0.096
18.4860,-0.0572,-0.0265,-0.1948,0.205
18.5020,-0.0773,0.0462,-0.1286,0.157
18.5210,-0.0704,-0.0013,-0.1298,0.148
18.5400,-0.0538,-0.0441,-0.2189,0.230
18.5730,-0.0565,0.0166,-0.1467,0.158
18.5780,-0.0544,0.0082,-0.1238,0.136
18.5960,-0.0554,-0.0228,-0.2009,0.210
18.6150,-0.0247,-0.0233,-0.0529,0.063
18.6350,-0.1093,0.0255,-0.2958,0.316
18.6540,-0.0613,-0.0113,-0.1780,0.189
18.6920,-0.0569,0.0185,-0.1227,0.136
18.6930,-0.0428,-0.0313,-0.2189,0.225
18.7100,-0.0726,0.0259,-0.1299,0.151
18.7290,-0.0406,0.0055,-0.0866,0.096
18.7490,-0.0668,-0.0100,-0.1840,0.196
18.7670,-0.0671,-0.0279,-0.1467,0.164
18.7870,-0.0977,0.0079,-0.2069,0.229
18.8210,-0.0848,0.0117,-0.1167,0.145
18.8240,-0.0172,0.0223,-0.1107,0.114
18.8430,-0.1010,-0.0325,-0.2141,0.239
18.8620,-0.0825,-0.0146,-0.1359,0.160
18.8820,-0.0789,0.0142,-0.0914,0.122
18.9000,-0.0990,-0.0023,-0.2273,0.248
18.9200,-0.0209,0.0072,-0.1576,0.159
18.9420,-0.1138,0.0119,-0.1131,0.161
18.9820,-0.0541,0.0119,-0.2129,0.220
18.9820,-0.0328,-0.0297,-0.1792,0.185
18.9960,-0.0660,-0.0190,-0.1070,0.127
19.0140,-0.0962,0.0333,-0.1901,0.216
19.0330,-0.0822,0.0082,-0.1203,0.146
19.0520,-0.0978,-0.0394,-0.1696,0.200
19.0710,-0.0457,0.0319,-0.1107,0.124
19.1220,-0.0414,0.0140,-0.1865,0.192
19.1220,-0.0900,-0.0157,-0.1636,0.187
19.1280,-0.0392,-0.0086,-0.1347,0.141
19.1470,-0.0748,0.0213,-0.2202,0.233
19.1660,-0.0997,0.0321,-0.1792,0.208
19.1870,-0.0336,-0.0117,-0.0457,0.058
19.2040,-0.0427,-0.0295,-0.2635,0.269
19.2580,-0.0472,0.0443,-0.0385,0.075
19.2590,-0.0658,-0.0092,-0.2226,0.232
19.2610,-0.1093,-0.0238,-0.2478,0.272
19.2800,-0.0418,-0.0020,-0.0433,0.060
19.2990,-0.0414,0.0382,-0.2418,0.248
19.3180,-0.0739,-0.0353,-0.1841,0.201
19.3390,-0.0278,0.0028,-0.0602,0.066
19.3960,-0.0887,0.0003,-0.2394,0.255
19.3960,-0.0886,-0.0091,-0.1889,0.209
19.3960,-0.0521,0.0076,-0.1395,0.149
19.4130,-0.0875,0.0032,-0.2009,0.219
19.4320,-0.0174,0.0082,-0.1889,0.190
19.4510,-0.0692,-0.0038,-0.1828,0.196
19.4730,-0.0756,-0.0220,-0.0517,0.094
19.5150,-0.1130,0.0065,-0.3043,0.325
19.5150,-0.0803,-0.0018,-0.1901,0.206
19.5270,-0.0452,0.0079,-0.1756,0.182
19.5460,-0.0810,-0.0278,-0.2130,0.230
19.5670,-0.0372,0.0042,-0.1564,0.161
19.5840,-0.0927,0.0089,-0.1227,0.154
19.6050,-0.0944,-0.0198,-0.2803,0.296
19.6230,-0.0971,-0.0342,-0.1059,0.148
19.6540,-0.0853,0.0267,-0.2202,0.238
19.6600,-0.0770,-0.0423,-0.1937,0.213
19.6790,-0.0285,0.0219,-0.1432,0.148
19.6970,-0.1177,0.0291,-0.1420,0.187
19.7180,-0.0652,-0.0269,-0.2743,0.283
19.7380,-0.0691,-0.0447,-0.1408,0.163
19.7570,-0.0739,0.0137,-0.2081,0.221
19.8020,-0.0835,0.0292,-0.1588,0.182
19.8020,-0.0503,0.0029,-0.1889,0.196
19.8120,-0.0656,-0.0435,-0.1781,0.195
19.8300,-0.0473,0.0244,-0.1420,0.152
19.8500,-0.0971,-0.0221,-0.1840,0.209
19.8690,-0.0476,-0.0125,-0.1961,0.202
19.8940,-0.0776,-0.0029,-0.1612,0.179
19.9480,-0.0715,-0.0005,-0.1564,0.172
19.9480,-0.0577,0.0031,-0.1780,0.187
19.9480,-0.0587,0.0055,-0.1720,0.182
19.9630,-0.0632,-0.0112,-0.1876,0.198
